k	ra	52.000000
k	umm	18.000000
k	ro	18.000000
k	rmaano	26.000000
k	muj	58.000000
k	haqee	26.000000
k	daha	18.000000
k	lei	14.000000
k	meh	90.000000
k	tuj	44.000000
k	tumm	18.000000
k	jh	66.000000
k	tum	18.000000
k	bahe	36.000000
k	aqee	26.000000
k	acha	18.000000
k	tujh	22.000000
k	usha	52.000000
k	tuza	22.000000
k	ekh	42.000000
k	mubara	26.000000
k	k	60.000000
k	baha	36.000000
k	o	66.000000
k	una	14.000000
k	s	140.000000
k	bah	18.000000
k	ubaara	26.000000
k	muhj	22.000000
k	isa	18.000000
k	aha	170.000000
k	ahe	108.000000
k	al	58.000000
k	uza	22.000000
k	jjh	22.000000
k	qee	26.000000
k	cha	18.000000
k	pu	36.000000
k	usi	6.000000
k	ush	26.000000
k	ehe	54.000000
k	tujha	22.000000
k	eha	134.000000
k	aara	26.000000
k	tujhi	22.000000
k	lacha	18.000000
k	chhala	30.000000
k	an	298.000000
k	reha	26.000000
k	hul	14.000000
k	hum	18.000000
k	hu	92.000000
k	hj	44.000000
k	hi	22.000000
k	ho	22.000000
k	tuhj	22.000000
k	mujh	22.000000
k	ank	18.000000
k	aqi	26.000000
k	he	162.000000
k	beh	18.000000
k	huma	18.000000
k	mujhu	22.000000
k	mm	18.000000
k	iya	10.000000
k	j	146.000000
k	us	90.000000
k	n	330.000000
k	mu	102.000000
k	ul	14.000000
k	ujjh	22.000000
k	uj	102.000000
k	aa	196.000000
k	raha	26.000000
k	ad	14.000000
k	ah	80.000000
k	ann	18.000000
k	mehe	36.000000
k	am	18.000000
k	bil	22.000000
k	rah	26.000000
k	meha	72.000000
k	ii	14.000000
k	ik	14.000000
k	mush	26.000000
k	au	14.000000
k	il	22.000000
k	hama	18.000000
k	ni	144.000000
k	nk	18.000000
k	kis	14.000000
k	nn	18.000000
k	no	26.000000
k	na	17.000000
k	ano	26.000000
k	aki	26.000000
k	lik	14.000000
k	deh	46.000000
k	shaa	18.000000
k	u	244.000000
k	sii	14.000000
k	ujha	44.000000
k	mau	14.000000
k	lad	14.000000
k	laa	36.000000
k	ujhu	22.000000
k	mah	36.000000
k	a	985.000000
k	um	36.000000
k	e	432.000000
k	kiya	10.000000
k	i	362.000000
k	ki	26.000000
k	kh	42.000000
k	m	72.000000
k	tho	22.000000
k	musha	52.000000
k	si	62.000000
k	sh	26.000000
k	ujh	44.000000
k	mujjh	22.000000
k	hhala	30.000000
k	sa	18.000000
aki	mush	52.000000
aki	ad	28.000000
aki	lad	28.000000
aki	h	132.000000
aki	meh	18.000000
aki	ush	52.000000
aki	eh	18.000000
aki	sh	52.000000
aki	ah	36.000000
aki	mah	36.000000
aki	d	28.000000
akh	a	176.000000
akh	la	36.000000
akh	h	18.000000
akh	l	36.000000
akh	sha	18.000000
akh	sh	18.000000
akh	ha	18.000000
ako	tuz	22.000000
ako	ham	18.000000
ako	uz	22.000000
ako	h	44.000000
ako	am	18.000000
ako	m	72.000000
ako	n	14.000000
ako	um	54.000000
ako	un	14.000000
ako	jh	44.000000
ako	tum	36.000000
ako	hum	18.000000
ako	mujh	22.000000
ako	ujh	44.000000
ako	z	22.000000
ako	tujh	22.000000
aka	hal	14.000000
aka	eh	62.000000
aka	h	124.000000
aka	meh	36.000000
aka	rah	26.000000
aka	al	14.000000
aka	reh	26.000000
aka	ah	62.000000
aka	mah	36.000000
aka	l	14.000000
ake	a	20.000000
ake	beh	18.000000
ake	hal	30.000000
ake	eh	36.000000
ake	h	90.000000
ake	is	18.000000
ake	dah	18.000000
ake	meh	18.000000
ake	al	30.000000
ake	s	18.000000
ake	chhal	30.000000
ake	jis	18.000000
ake	ah	54.000000
ake	mah	18.000000
ake	hhal	30.000000
ake	bah	18.000000
ake	l	30.000000
ehki	m	18.000000
argo	s	26.000000
avra	a	36.000000
avra	ba	36.000000
uniy	h	36.000000
uniy	d	126.000000
uniy	dh	36.000000
apan	s	72.000000
itha	s	18.000000
itha	m	14.000000
dni	han	22.000000
dni	aan	22.000000
dni	chan	22.000000
dni	n	44.000000
dni	haan	22.000000
dni	an	44.000000
dni	chaan	22.000000
ithe	a	14.000000
ithe	m	14.000000
ithe	ba	14.000000
agte	l	18.000000
enge	aa	36.000000
enge	a	36.000000
enge	hal	22.000000
enge	d	14.000000
enge	dh	14.000000
enge	jay	36.000000
enge	aah	22.000000
enge	jaay	36.000000
enge	chaah	22.000000
enge	kah	22.000000
enge	al	22.000000
enge	chal	22.000000
enge	l	22.000000
enge	y	72.000000
enge	haah	22.000000
enge	ah	44.000000
enge	ay	72.000000
enge	h	58.000000
enge	aay	36.000000
enge	jaa	36.000000
lwa	a	18.000000
lwa	ja	18.000000
ithu	n	22.000000
nkei	aa	18.000000
nkei	a	18.000000
haho	c	10.000000
nke	aa	18.000000
nke	a	18.000000
hahe	c	42.000000
nkk	aa	18.000000
nkk	a	18.000000
haha	k	14.000000
haha	c	18.000000
nko	aa	18.000000
nko	a	18.000000
nko	u	14.000000
pnon	a	18.000000
hole	k	14.000000
hole	b	20.000000
wara	aa	18.000000
wara	a	18.000000
wara	baa	18.000000
me	a	84.000000
me	jh	14.000000
me	h	28.000000
me	m	22.000000
me	hu	80.000000
me	um	22.000000
me	u	80.000000
me	ujh	14.000000
me	ha	84.000000
me	tujh	14.000000
ma	aa	82.000000
ma	gu	18.000000
ma	san	18.000000
ma	ag	26.000000
ma	saa	36.000000
ma	am	10.000000
ma	za	56.000000
ma	an	18.000000
ma	ara	52.000000
ma	ar	156.000000
ma	ga	52.000000
ma	naa	10.000000
ma	sam	10.000000
ma	usa	22.000000
ma	tu	90.000000
ma	bhra	26.000000
ma	dha	18.000000
ma	ra	78.000000
ma	ausa	22.000000
ma	jag	26.000000
ma	hra	26.000000
ma	ta	44.000000
ma	daa	36.000000
ma	jaga	26.000000
ma	hu	200.000000
ma	mausa	22.000000
ma	ha	390.000000
ma	ja	28.000000
ma	a	998.000000
ma	ka	18.000000
ma	g	26.000000
ma	da	18.000000
ma	m	10.000000
ma	aga	52.000000
ma	n	18.000000
ma	sha	10.000000
ma	r	156.000000
ma	u	308.000000
ma	aar	26.000000
ma	sa	232.000000
ma	zaga	26.000000
room	a	26.000000
room	aha	26.000000
room	eh	26.000000
room	h	26.000000
room	maha	26.000000
room	meh	26.000000
room	ha	26.000000
err	t	10.000000
mb	a	54.000000
mm	a	10.000000
mm	h	10.000000
mm	sa	10.000000
mm	tu	18.000000
mm	u	106.000000
mo	a	10.000000
mo	is	14.000000
mo	sha	10.000000
mo	s	14.000000
mo	jis	14.000000
mo	ha	10.000000
mn	aa	18.000000
mn	a	18.000000
mn	saa	18.000000
mi	a	10.000000
mi	m	66.000000
mi	hu	10.000000
mi	um	66.000000
mi	u	10.000000
mi	ha	10.000000
mh	thu	22.000000
mh	tu	252.000000
mh	u	292.000000
mh	hu	40.000000
mk	a	18.000000
mk	tu	18.000000
mk	m	18.000000
mk	hu	18.000000
mk	um	18.000000
mk	u	36.000000
mk	tum	18.000000
mk	ha	18.000000
mj	a	154.000000
mj	sa	154.000000
tne	i	36.000000
tne	ki	36.000000
ere	m	60.000000
ere	te	10.000000
ere	e	10.000000
ere	t	50.000000
tna	i	36.000000
tna	ki	36.000000
era	e	54.000000
era	eh	18.000000
era	ah	18.000000
era	gah	18.000000
era	m	70.000000
era	t	50.000000
era	th	10.000000
era	h	46.000000
era	heh	18.000000
era	cheh	18.000000
era	ve	54.000000
ms	a	56.000000
ms	ha	56.000000
ms	u	56.000000
ms	hu	56.000000
mr	a	40.000000
mr	ha	40.000000
mr	u	40.000000
mr	hu	40.000000
ehke	r	10.000000
ehke	b	18.000000
ehke	m	36.000000
ehke	d	18.000000
akil	h	52.000000
akil	mush	52.000000
akil	sh	52.000000
akil	ush	52.000000
tni	i	32.000000
tni	ki	18.000000
eri	h	10.000000
eri	m	30.000000
eri	t	20.000000
eri	th	10.000000
akii	ad	14.000000
akii	lad	14.000000
akii	h	18.000000
akii	ah	18.000000
akii	mah	18.000000
akii	d	14.000000
uay	h	24.000000
uay	dh	14.000000
mide	um	44.000000
mide	m	44.000000
aaat	b	10.000000
agma	j	26.000000
wann	de	18.000000
wann	e	18.000000
uao	d	14.000000
uan	h	14.000000
uan	dh	14.000000
uaa	ch	10.000000
uaa	d	56.000000
uaa	dh	14.000000
uaa	chh	10.000000
uaa	h	40.000000
uaa	hh	10.000000
aaah	b	14.000000
uae	d	28.000000
aaan	h	6.000000
aaan	as	14.000000
aaan	s	28.000000
aaan	fas	14.000000
amma	s	10.000000
hod	h	30.000000
hod	c	20.000000
hod	ch	30.000000
hob	mu	30.000000
hob	u	30.000000
ene	e	30.000000
ene	d	10.000000
ene	dh	10.000000
ene	h	46.000000
ene	de	10.000000
ene	rah	18.000000
ene	reh	18.000000
ene	ah	18.000000
ene	je	20.000000
ene	eh	18.000000
eng	aa	36.000000
eng	a	36.000000
eng	hal	22.000000
eng	d	14.000000
eng	dh	14.000000
eng	jay	36.000000
eng	aah	22.000000
eng	jaay	36.000000
eng	chaah	22.000000
eng	kah	22.000000
eng	al	22.000000
eng	chal	22.000000
eng	l	32.000000
eng	y	72.000000
eng	haah	22.000000
eng	ah	44.000000
eng	ay	72.000000
eng	h	58.000000
eng	aay	36.000000
eng	jaa	36.000000
hon	aa	42.000000
hon	chaa	14.000000
hon	nnk	18.000000
hon	laak	18.000000
hon	raa	14.000000
hon	ak	90.000000
hon	shaak	18.000000
hon	ank	72.000000
hon	haak	18.000000
hon	nk	90.000000
hon	haa	14.000000
hon	annk	18.000000
hon	ra	14.000000
hon	baan	14.000000
hon	shak	18.000000
hon	ankk	18.000000
hon	ba	14.000000
hon	lak	18.000000
hon	nkk	18.000000
hon	hak	18.000000
hon	aankk	18.000000
hon	aank	54.000000
hon	an	28.000000
hon	a	80.000000
hon	ka	10.000000
hon	kk	18.000000
hon	k	198.000000
hon	aan	14.000000
hon	aak	54.000000
hon	n	28.000000
hon	baa	14.000000
hon	ban	14.000000
hoo	a	38.000000
hoo	c	20.000000
hoo	nk	36.000000
hoo	ad	10.000000
hoo	k	54.000000
hoo	ka	10.000000
hoo	aak	18.000000
hoo	ank	36.000000
hoo	ba	14.000000
hoo	b	10.000000
hoo	ra	14.000000
hoo	aank	18.000000
hoo	jad	10.000000
hoo	ak	18.000000
hoo	d	10.000000
hol	k	14.000000
hol	b	20.000000
hok	t	22.000000
hoi	aa	28.000000
hoi	baaa	14.000000
hoi	aaa	14.000000
hoi	a	28.000000
hoi	baa	14.000000
hot	t	10.000000
hou	k	6.000000
hor	h	14.000000
hor	c	14.000000
hor	ch	14.000000
hor	g	14.000000
enu	m	6.000000
gate	a	18.000000
gate	la	18.000000
gata	a	54.000000
gata	ja	18.000000
gata	la	36.000000
hoy	k	18.000000
mako	a	18.000000
mako	ha	18.000000
mako	tu	36.000000
mako	u	54.000000
mako	hu	18.000000
lan	a	28.000000
lan	cha	18.000000
lan	i	18.000000
lan	mi	18.000000
lan	ha	18.000000
lan	ja	10.000000
laj	u	36.000000
lak	a	44.000000
lak	hha	30.000000
lak	ha	44.000000
lak	chha	30.000000
miid	um	22.000000
miid	m	22.000000
lag	a	14.000000
lag	u	70.000000
lag	su	70.000000
laa	aa	10.000000
laa	gu	72.000000
laa	nik	18.000000
laa	ee	10.000000
laa	ii	10.000000
laa	ik	18.000000
laa	bhu	14.000000
laa	khe	14.000000
laa	cha	10.000000
laa	nika	18.000000
laa	nee	10.000000
laa	be	10.000000
laa	kaa	10.000000
laa	nii	10.000000
laa	ni	10.000000
laa	hu	28.000000
laa	bu	10.000000
laa	ika	18.000000
laa	ha	10.000000
laa	he	14.000000
laa	a	38.000000
laa	ghu	14.000000
laa	ka	18.000000
laa	e	48.000000
laa	ke	14.000000
laa	i	58.000000
laa	k	18.000000
laa	mi	20.000000
laa	u	110.000000
laa	di	18.000000
laa	ake	14.000000
lab	a	22.000000
lab	gu	36.000000
lab	u	36.000000
lay	i	10.000000
lay	a	10.000000
lay	mi	10.000000
lay	ja	10.000000
laz	u	18.000000
lat	a	78.000000
lat	ghu	22.000000
lat	mii	18.000000
lat	cha	72.000000
lat	i	58.000000
lat	mi	18.000000
lat	hu	22.000000
lat	ii	18.000000
lat	khi	22.000000
lat	hi	22.000000
lat	u	22.000000
lat	ha	72.000000
lat	ja	6.000000
adii	b	10.000000
lav	a	36.000000
lav	ja	36.000000
law	a	36.000000
law	ja	36.000000
adil	sang	30.000000
adil	ang	30.000000
adil	g	30.000000
adil	ng	30.000000
jiib	a	14.000000
uaay	d	14.000000
fali	mu	22.000000
fali	u	22.000000
uaae	d	14.000000
aash	nir	36.000000
aash	r	36.000000
aash	ir	36.000000
aasa	y	28.000000
aasa	p	10.000000
aasa	py	28.000000
uaan	h	14.000000
uaan	dh	14.000000
rwa	a	52.000000
rwa	pa	52.000000
aase	y	10.000000
aase	dil	18.000000
aase	py	10.000000
aase	il	18.000000
aase	l	18.000000
zer	a	14.000000
zer	na	14.000000
aduu	a	10.000000
aduu	ja	10.000000
oni	do	18.000000
oni	o	18.000000
vara	aa	36.000000
vara	a	36.000000
vara	baa	36.000000
afil	eh	26.000000
afil	mah	26.000000
afil	h	52.000000
afil	meh	26.000000
afil	ah	26.000000
lkeg	a	30.000000
lkeg	hha	30.000000
lkeg	ha	30.000000
lkeg	chha	30.000000
vari	aa	22.000000
vari	a	22.000000
vari	saa	22.000000
vari	asaa	22.000000
vari	aasaa	22.000000
anat	a	18.000000
anat	b	18.000000
anat	ja	18.000000
ekko	d	14.000000
ono	d	28.000000
asve	t	22.000000
inag	z	22.000000
inad	z	22.000000
fil	a	52.000000
fil	aha	26.000000
fil	e	26.000000
fil	eh	26.000000
fil	h	52.000000
fil	maha	26.000000
fil	meh	26.000000
fil	meha	26.000000
fil	eha	26.000000
fil	ehe	26.000000
fil	ah	26.000000
fil	mah	26.000000
fil	ha	52.000000
fil	mehe	26.000000
fil	he	26.000000
oole	h	10.000000
oole	bh	10.000000
then	ai	14.000000
then	i	14.000000
then	bai	14.000000
anii	and	22.000000
anii	a	20.000000
anii	b	10.000000
anii	d	22.000000
anii	ap	14.000000
anii	pa	10.000000
anii	nd	22.000000
anii	it	32.000000
anii	p	14.000000
anii	kit	18.000000
anii	haand	22.000000
anii	chaand	22.000000
anii	t	32.000000
anii	aand	22.000000
anii	ra	10.000000
isey	k	6.000000
ahuu	r	14.000000
safa	a	60.000000
safa	ma	60.000000
safa	ham	30.000000
safa	ama	30.000000
safa	hum	30.000000
safa	am	30.000000
safa	m	60.000000
safa	um	30.000000
safa	uma	30.000000
safa	hama	30.000000
safa	huma	30.000000
ttha	a	26.000000
ttha	pa	26.000000
ahun	r	14.000000
one	b	18.000000
one	ankh	18.000000
one	h	28.000000
one	dub	18.000000
one	kh	18.000000
one	nkh	18.000000
one	s	10.000000
one	aankh	18.000000
one	ub	18.000000
ther	a	26.000000
ther	pa	26.000000
mear	a	18.000000
mear	ha	18.000000
aley	h	14.000000
aley	ch	14.000000
l	pigha	44.000000
l	gu	122.000000
l	ulaa	18.000000
l	aanva	22.000000
l	nwa	22.000000
l	gdi	30.000000
l	shaki	52.000000
l	gh	44.000000
l	hal	10.000000
l	manzi	44.000000
l	efi	26.000000
l	haa	30.000000
l	ngadi	30.000000
l	ehfi	26.000000
l	ada	96.000000
l	ahafi	26.000000
l	ilku	22.000000
l	koya	36.000000
l	adi	30.000000
l	saawa	22.000000
l	bij	54.000000
l	di	118.000000
l	ama	18.000000
l	da	96.000000
l	igha	44.000000
l	nva	22.000000
l	aaya	22.000000
l	haki	52.000000
l	gadi	30.000000
l	dil	10.000000
l	d	60.000000
l	h	44.000000
l	l	23.000000
l	bad	60.000000
l	hefi	26.000000
l	baa	10.000000
l	anzi	44.000000
l	gaya	22.000000
l	j	54.000000
l	zi	44.000000
l	ee	44.000000
l	mehefi	26.000000
l	ija	54.000000
l	anva	22.000000
l	zu	10.000000
l	labe	22.000000
l	nee	44.000000
l	aacha	18.000000
l	ufa	22.000000
l	ahfi	26.000000
l	mehafi	26.000000
l	mufa	22.000000
l	be	106.000000
l	kama	18.000000
l	aada	18.000000
l	ba	10.000000
l	wa	44.000000
l	ancha	54.000000
l	aanwa	22.000000
l	bo	20.000000
l	baada	18.000000
l	bi	22.000000
l	bu	112.000000
l	ika	90.000000
l	hki	26.000000
l	anwa	22.000000
l	chha	60.000000
l	ncha	54.000000
l	acha	18.000000
l	oo	10.000000
l	ushki	26.000000
l	g	22.000000
l	ghaya	22.000000
l	k	54.000000
l	bhuu	14.000000
l	o	74.000000
l	bija	54.000000
l	aki	52.000000
l	mehfi	26.000000
l	aawa	22.000000
l	ake	28.000000
l	khaya	14.000000
l	ehafi	26.000000
l	shki	26.000000
l	aancha	36.000000
l	ehefi	26.000000
l	bilku	22.000000
l	mushki	26.000000
l	saanwa	22.000000
l	cha	456.000000
l	bulbu	26.000000
l	aya	80.000000
l	ja	206.000000
l	haaya	22.000000
l	alabe	22.000000
l	pa	20.000000
l	sangdi	30.000000
l	angadi	30.000000
l	chu	26.000000
l	ulbu	52.000000
l	ngdi	30.000000
l	khu	28.000000
l	huu	14.000000
l	hi	170.000000
l	mahfi	26.000000
l	ho	34.000000
l	ha	620.000000
l	gaa	18.000000
l	he	42.000000
l	me	10.000000
l	lku	22.000000
l	ma	54.000000
l	uu	14.000000
l	mo	10.000000
l	chulbu	26.000000
l	mi	148.000000
l	ik	54.000000
l	mahafi	26.000000
l	haya	36.000000
l	ghaaya	22.000000
l	hulbu	26.000000
l	nzi	44.000000
l	jaa	6.000000
l	aa	199.000000
l	va	22.000000
l	chaa	30.000000
l	lbu	52.000000
l	ad	60.000000
l	bho	20.000000
l	mushaki	52.000000
l	albe	22.000000
l	al	10.000000
l	chal	10.000000
l	pig	22.000000
l	ii	58.000000
l	khi	146.000000
l	hha	60.000000
l	ij	54.000000
l	lbe	22.000000
l	il	10.000000
l	kho	14.000000
l	bhu	66.000000
l	khe	42.000000
l	ig	22.000000
l	mii	18.000000
l	ni	40.000000
l	nika	90.000000
l	bhoo	10.000000
l	afi	52.000000
l	dhi	10.000000
l	hoo	10.000000
l	hafi	52.000000
l	ya	116.000000
l	sangadi	30.000000
l	oya	36.000000
l	igh	44.000000
l	angdi	30.000000
l	nik	54.000000
l	kaa	60.000000
l	nii	40.000000
l	ku	22.000000
l	pigh	44.000000
l	gulaa	18.000000
l	laa	21.000000
l	maa	54.000000
l	fa	22.000000
l	fi	130.000000
l	hu	220.000000
l	saanva	22.000000
l	awa	22.000000
l	abe	22.000000
l	a	1736.000000
l	ghu	100.000000
l	ka	233.000000
l	ushaki	52.000000
l	e	230.000000
l	ke	28.000000
l	i	808.000000
l	ki	78.000000
l	su	106.000000
l	hfi	52.000000
l	u	696.000000
l	gha	62.000000
l	bada	78.000000
l	sa	36.000000
alen	h	46.000000
alen	ch	46.000000
alei	h	14.000000
alei	ch	14.000000
alee	a	10.000000
alee	nik	18.000000
alee	ka	10.000000
alee	bij	18.000000
alee	k	28.000000
alee	j	18.000000
alee	ik	18.000000
alee	ij	18.000000
bone	du	18.000000
bone	u	18.000000
nava	a	36.000000
nava	ma	36.000000
jhte	bu	22.000000
jhte	u	22.000000
lgeh	u	18.000000
lgeh	su	18.000000
erta	k	18.000000
ehso	m	26.000000
rt	a	126.000000
rt	aa	18.000000
rt	ka	90.000000
rt	e	18.000000
rt	ke	18.000000
rt	kaa	18.000000
rt	da	18.000000
rt	ar	18.000000
rt	dar	18.000000
rt	r	18.000000
ru	a	26.000000
ru	ha	26.000000
ru	eha	26.000000
ru	meha	26.000000
rv	a	78.000000
rv	pa	78.000000
rw	a	52.000000
rw	pa	52.000000
rr	a	86.000000
rr	huk	14.000000
rr	te	10.000000
rr	e	10.000000
rr	ba	10.000000
rr	uu	10.000000
rr	ha	10.000000
rr	ka	10.000000
rr	shuk	14.000000
rr	u	20.000000
rr	uk	14.000000
rr	ma	38.000000
rr	du	10.000000
rr	da	18.000000
rr	duu	10.000000
rr	k	14.000000
rs	a	36.000000
rs	ba	36.000000
rz	aa	56.000000
rz	a	70.000000
smo	i	14.000000
smo	ji	14.000000
re	tumahaa	22.000000
re	echa	18.000000
re	ita	54.000000
re	go	20.000000
re	humaa	36.000000
re	mhaa	44.000000
re	haa	148.000000
re	tt	14.000000
re	echaa	18.000000
re	umhaa	44.000000
re	ishaa	28.000000
re	te	50.000000
re	ta	82.000000
re	me	60.000000
re	humha	40.000000
re	ama	36.000000
re	jaa	18.000000
re	uta	14.000000
re	isha	14.000000
re	becha	18.000000
re	bahaa	18.000000
re	tuma	22.000000
re	h	10.000000
re	mha	84.000000
re	sha	14.000000
re	t	42.000000
re	aza	36.000000
re	guz	28.000000
re	teh	10.000000
re	najaa	18.000000
re	eh	10.000000
re	ee	10.000000
re	ea	18.000000
re	tee	10.000000
re	ukaa	18.000000
re	thumha	22.000000
re	ter	10.000000
re	er	10.000000
re	pukaa	18.000000
re	uma	40.000000
re	etaa	18.000000
re	aja	18.000000
re	umahaa	22.000000
re	mea	18.000000
re	amea	18.000000
re	ajaa	18.000000
re	nazaa	36.000000
re	azaa	36.000000
re	ja	18.000000
re	hamea	18.000000
re	o	66.000000
re	mahaa	22.000000
re	umaa	36.000000
re	uza	14.000000
re	zaa	36.000000
re	chaa	18.000000
re	hamaa	54.000000
re	cha	18.000000
re	puka	18.000000
re	eetaa	18.000000
re	tumhaa	44.000000
re	uka	18.000000
re	itaa	36.000000
re	za	50.000000
re	thaa	18.000000
re	ha	116.000000
re	sithaa	18.000000
re	huma	18.000000
re	ma	76.000000
re	ahaa	40.000000
re	uz	28.000000
re	ut	28.000000
re	mo	40.000000
re	ithaa	18.000000
re	r	10.000000
re	utt	14.000000
re	z	28.000000
re	aa	436.000000
re	sitaa	36.000000
re	sita	54.000000
re	saa	20.000000
re	guza	14.000000
re	bechaa	18.000000
re	naza	36.000000
re	taa	106.000000
re	hama	36.000000
re	naja	18.000000
re	shaa	28.000000
re	kaa	18.000000
re	amaa	54.000000
re	maa	90.000000
re	tumha	44.000000
re	umha	84.000000
re	a	918.000000
re	ka	112.000000
re	e	120.000000
re	sa	10.000000
re	seetaa	18.000000
jale	i	18.000000
jale	bi	18.000000
rg	a	26.000000
rg	sa	26.000000
ra	go	20.000000
ra	sku	90.000000
ra	mhaa	88.000000
ra	ubaa	26.000000
ra	ham	22.000000
ra	sata	60.000000
ra	haa	134.000000
ra	cheha	36.000000
ra	baav	36.000000
ra	vee	54.000000
ra	umhaa	88.000000
ra	ishaa	28.000000
ra	te	50.000000
ra	ta	114.000000
ra	ya	28.000000
ra	ko	10.000000
ra	da	18.000000
ra	geh	36.000000
ra	bahaa	18.000000
ra	h	152.000000
ra	pyaa	42.000000
ra	mha	22.000000
ra	sha	14.000000
